step,ep,score(50),best,loss,eps
808000,3355,8.28,73,0.3036144336359575,0.01
810000,3358,8.08,73,0.21635299935704097,0.01
812000,3362,8.28,73,0.4293397882510908,0.01
814000,3364,7.88,73,0.45181671413127333,0.01
816000,3367,6.48,73,0.5099565353058279,0.01
818000,3367,6.48,73,0.5358331403485499,0.01
820000,3369,7.08,73,0.4771073320065625,0.01
822000,3371,7.16,73,0.4515843687846791,0.01
824000,3373,6.76,73,0.685723707077559,0.01
826000,3375,6.76,73,0.3538738848594949,0.01
828000,3377,6.78,73,0.2869124101928901,0.01
830000,3379,6.42,73,0.40702902938239277,0.01
832000,3379,6.42,73,0.5747503778687678,0.01
834000,3380,7.12,73,0.25775801073526966,0.01
836000,3381,7.56,73,0.3670636748475954,0.01
838000,3384,7.6,73,0.5597794701973907,0.01
840000,3390,6.94,73,0.6564213795145042,0.01
842000,3392,6.94,73,0.35332904642797075,0.01
844000,3394,6.96,73,0.3624843680788763,0.01
846000,3394,6.96,73,0.46843612352735364,0.01
848000,3397,7.54,73,0.5058796752244235,0.01
850000,3399,7.36,73,0.43062434029066937,0.01
852000,3400,7.78,73,0.5795256836293265,0.01
854000,3401,8.0,73,0.5167237713711802,0.01
856000,3403,8.04,73,0.3996379762864672,0.01
858000,3404,8.16,73,0.39087019258644434,0.01
860000,3405,8.2,73,0.16993465656647458,0.01
862000,3407,8.46,73,0.22629160037380644,0.01
864000,3409,8.8,73,0.5248098439082969,0.01
866000,3413,8.72,73,0.1797298927535303,0.01
868000,3413,8.72,73,0.3986871891375631,0.01
870000,3413,8.72,73,0.28390872072661294,0.01
872000,3414,9.46,73,0.22385897034895608,0.01
874000,3416,9.78,73,0.39425142935244367,0.01
876000,3417,10.04,73,0.3739216712175403,0.01
878000,3419,9.66,73,0.3717520448321011,0.01
880000,3421,9.5,73,0.5857047207967844,0.01
882000,3425,9.3,73,0.3005461199907586,0.01
884000,3426,9.52,73,0.4100697309942916,0.01
886000,3428,9.52,73,0.06931516296695918,0.01
888000,3429,9.68,73,0.5779059606185183,0.01
890000,3429,9.68,73,0.5093499737000093,0.01
892000,3434,9.04,73,0.3901682061399333,0.01
894000,3437,9.22,73,0.2387759474874474,0.01
896000,3441,9.18,73,0.40268987490213476,0.01
898000,3442,9.1,73,0.27256484658224506,0.01
900000,3443,9.46,73,0.46455624443944543,0.01
902000,3447,8.9,73,0.34180447154212745,0.01
904000,3449,8.98,73,0.3003154061466921,0.01
906000,3452,8.28,73,0.45591753990738654,0.01
908000,3453,8.62,73,0.3273534469597507,0.01
910000,3458,7.78,73,0.23637793448055164,0.01
912000,3458,7.78,73,0.37603590394370257,0.01
914000,3462,8.04,73,0.3980484405020252,0.01
916000,3463,8.16,73,0.3730672958458308,0.01
918000,3466,7.1,73,0.36391850658576,0.01
920000,3467,6.82,73,0.546744471777929,0.01
